"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"Tmem202.2",0.651222216281061,1.69886472339854,0,0.001,1,"2","Tmem202"
"Gramd2.2",0.651222216281061,1.69886472339854,0,0.001,1,"2","Gramd2"
"B930082K07Rik.2",0.651222216281061,1.69886472339854,0,0.001,1,"2","B930082K07Rik"
"Gm26609.2",0.651222216281061,1.69886472339854,0,0.001,1,"2","Gm26609"
"Gm47350.2",0.651222216281061,1.69886472339854,0,0.001,1,"2","Gm47350"
"4930502A04Rik.2",0.651222216281061,1.69886472339854,0,0.001,1,"2","4930502A04Rik"
"4930429F24Rik.2",0.651222216281061,1.69886472339854,0,0.001,1,"2","4930429F24Rik"
"Gm46123.2",0.651222216281061,1.69886472339854,0,0.001,1,"2","Gm46123"
"Prss35.2",0.651222216281061,1.69886472339854,0,0.001,1,"2","Prss35"
"1700057G04Rik.2",0.651222216281061,1.69886472339854,0,0.001,1,"2","1700057G04Rik"
"Gpr62.2",0.651222216281061,1.69886472339854,0,0.001,1,"2","Gpr62"
"Celsr3.2",0.651222216281061,1.69886472339854,0,0.001,1,"2","Celsr3"
"Gm26614.2",0.651222216281061,1.69886472339854,0,0.001,1,"2","Gm26614"
"Zfp879.2",0.651222216281061,1.69886472339854,0,0.001,1,"2","Zfp879"
"Platr20.2",0.651222216281061,1.69886472339854,0,0.001,1,"2","Platr20"
"Gm45605.2",0.651222216281061,1.69886472339854,0,0.001,1,"2","Gm45605"
"Grap.2",0.651222216281061,1.69886472339854,0,0.001,1,"2","Grap"
"Chrnb1.2",0.651222216281061,1.69886472339854,0,0.001,1,"2","Chrnb1"
"Ybx2.2",0.651222216281061,1.69886472339854,0,0.001,1,"2","Ybx2"
"Cxcl16.2",0.651222216281061,1.69886472339854,0,0.001,1,"2","Cxcl16"
"Itgae.2",0.651222216281061,1.69886472339854,0,0.001,1,"2","Itgae"
"BC030499.2",0.651222216281061,1.69886472339854,0,0.001,1,"2","BC030499"
"Cct6b.2",0.651222216281061,1.69886472339854,0,0.001,1,"2","Cct6b"
"Sgca.2",0.651222216281061,1.69886472339854,0,0.001,1,"2","Sgca"
"Ttc25.2",0.651222216281061,1.69886472339854,0,0.001,1,"2","Ttc25"
"Stat5a.2",0.651222216281061,1.69886472339854,0,0.001,1,"2","Stat5a"
"Wnk4.2",0.651222216281061,1.69886472339854,0,0.001,1,"2","Wnk4"
"Arl4d.2",0.651222216281061,1.69886472339854,0,0.001,1,"2","Arl4d"
"Plcd3.2",0.651222216281061,1.69886472339854,0,0.001,1,"2","Plcd3"
"Grin2c.2",0.651222216281061,1.69886472339854,0,0.001,1,"2","Grin2c"
"Galr2.2",0.651222216281061,1.69886472339854,0,0.001,1,"2","Galr2"
"Adarb2.2",0.651222216281061,1.69886472339854,0,0.001,1,"2","Adarb2"
"Hist1h2bl.2",0.651222216281061,1.69886472339854,0,0.001,1,"2","Hist1h2bl"
"Gm11335.2",0.651222216281061,1.69886472339854,0,0.001,1,"2","Gm11335"
"Hist1h2bg.2",0.651222216281061,1.69886472339854,0,0.001,1,"2","Hist1h2bg"
"Hfe.2",0.651222216281061,1.69886472339854,0,0.001,1,"2","Hfe"
"Agtr1a.2",0.651222216281061,1.69886472339854,0,0.001,1,"2","Agtr1a"
"Cage1.2",0.651222216281061,1.69886472339854,0,0.001,1,"2","Cage1"
"5033403F01Rik.2",0.651222216281061,1.69886472339854,0,0.001,1,"2","5033403F01Rik"
"Gcnt2.2",0.651222216281061,1.69886472339854,0,0.001,1,"2","Gcnt2"
"A730081D07Rik.2",0.651222216281061,1.69886472339854,0,0.001,1,"2","A730081D07Rik"
"Gm26877.2",0.651222216281061,1.69886472339854,0,0.001,1,"2","Gm26877"
"Gm10767.2",0.651222216281061,1.69886472339854,0,0.001,1,"2","Gm10767"
"Gm20554.2",0.651222216281061,1.69886472339854,0,0.001,1,"2","Gm20554"
"Pcsk1.2",0.651222216281061,1.69886472339854,0,0.001,1,"2","Pcsk1"
"Gm31946.2",0.651222216281061,1.69886472339854,0,0.001,1,"2","Gm31946"
"Gm4425.2",0.651222216281061,1.69886472339854,0,0.001,1,"2","Gm4425"
"Cys1.2",0.651222216281061,1.69886472339854,0,0.001,1,"2","Cys1"
"Slc24a4.2",0.651222216281061,1.69886472339854,0,0.001,1,"2","Slc24a4"
"Gm266.2",0.651222216281061,1.69886472339854,0,0.001,1,"2","Gm266"
"Gm15941.2",0.651222216281061,1.69886472339854,0,0.001,1,"2","Gm15941"
"Gm49077.2",0.651222216281061,1.69886472339854,0,0.001,1,"2","Gm49077"
"Abra.2",0.651222216281061,1.69886472339854,0,0.001,1,"2","Abra"
"Gm48946.2",0.651222216281061,1.69886472339854,0,0.001,1,"2","Gm48946"
"Gpr20.2",0.651222216281061,1.69886472339854,0,0.001,1,"2","Gpr20"
"Scrt1.2",0.651222216281061,1.69886472339854,0,0.001,1,"2","Scrt1"
"Kifc2.2",0.651222216281061,1.69886472339854,0,0.001,1,"2","Kifc2"
"Commd5.2",0.651222216281061,1.69886472339854,0,0.001,1,"2","Commd5"
"Bik.2",0.651222216281061,1.69886472339854,0,0.001,1,"2","Bik"
"AC101921.1.2",0.651222216281061,1.69886472339854,0,0.001,1,"2","AC101921.1"
"Rapgef3os2.2",0.651222216281061,1.69886472339854,0,0.001,1,"2","Rapgef3os2"
"Stxbp5l.2",0.651222216281061,1.69886472339854,0,0.001,1,"2","Stxbp5l"
"Cfap44.2",0.651222216281061,1.69886472339854,0,0.001,1,"2","Cfap44"
"Gm15640.2",0.651222216281061,1.69886472339854,0,0.001,1,"2","Gm15640"
"Rbm11.2",0.651222216281061,1.69886472339854,0,0.001,1,"2","Rbm11"
"Grik1.2",0.651222216281061,1.69886472339854,0,0.001,1,"2","Grik1"
"Tiam2.2",0.651222216281061,1.69886472339854,0,0.001,1,"2","Tiam2"
"Tcte2.2",0.651222216281061,1.69886472339854,0,0.001,1,"2","Tcte2"
"Gm3417.2",0.651222216281061,1.69886472339854,0,0.001,1,"2","Gm3417"
"Gm26873.2",0.651222216281061,1.69886472339854,0,0.001,1,"2","Gm26873"
"Wfikkn1.2",0.651222216281061,1.69886472339854,0,0.001,1,"2","Wfikkn1"
"Tmem8.2",0.651222216281061,1.69886472339854,0,0.001,1,"2","Tmem8"
"H2-DMb1.2",0.651222216281061,1.69886472339854,0,0.001,1,"2","H2-DMb1"
"Egfl8.2",0.651222216281061,1.69886472339854,0,0.001,1,"2","Egfl8"
"Gm20443.2",0.651222216281061,1.69886472339854,0,0.001,1,"2","Gm20443"
"Spats1.2",0.651222216281061,1.69886472339854,0,0.001,1,"2","Spats1"
"Mocs1.2",0.651222216281061,1.69886472339854,0,0.001,1,"2","Mocs1"
"Lama1.2",0.651222216281061,1.69886472339854,0,0.001,1,"2","Lama1"
"Arhgap28.2",0.651222216281061,1.69886472339854,0,0.001,1,"2","Arhgap28"
"Rasgrp3.2",0.651222216281061,1.69886472339854,0,0.001,1,"2","Rasgrp3"
"Pcdha11.1.2",0.651222216281061,1.69886472339854,0,0.001,1,"2","Pcdha11.1"
"Pcdhb13.2",0.651222216281061,1.69886472339854,0,0.001,1,"2","Pcdhb13"
"Pcdhga2.2",0.651222216281061,1.69886472339854,0,0.001,1,"2","Pcdhga2"
"Gm29994.2",0.651222216281061,1.69886472339854,0,0.001,1,"2","Gm29994"
"Rab27b.2",0.651222216281061,1.69886472339854,0,0.001,1,"2","Rab27b"
"A930007I19Rik.2",0.651222216281061,1.69886472339854,0,0.001,1,"2","A930007I19Rik"
"Blnk.2",0.651222216281061,1.69886472339854,0,0.001,1,"2","Blnk"
"Scd4.2",0.651222216281061,1.69886472339854,0,0.001,1,"2","Scd4"
"Lbx1.2",0.651222216281061,1.69886472339854,0,0.001,1,"2","Lbx1"
"Nup62cl.2",0.651222256265571,1.2838272241197,0,0.001,1,"2","Nup62cl"
"Gm26760.2",0.651222256265571,1.2838272241197,0,0.001,1,"2","Gm26760"
"3300005D01Rik.2",0.651222256265571,1.2838272241197,0,0.001,1,"2","3300005D01Rik"
"Ubiad1.2",0.651290580120026,-0.0170903774751245,0.346,0.368,1,"2","Ubiad1"
"Tcea1.2",0.651309123975336,-0.0443129904361181,0.92,0.938,1,"2","Tcea1"
"Chm.2",0.651339676242805,-0.133540334951054,0.622,0.605,1,"2","Chm"
"Gm3839.2",0.651360834210748,0.387663035104239,0.043,0.036,1,"2","Gm3839"
"Rad23a.2",0.651389211551255,0.0135003257195498,0.819,0.824,1,"2","Rad23a"
"Ly86.2",0.651543658719326,0.961899129232337,0.005,0.003,1,"2","Ly86"
"Gm20109.2",0.651545726262807,0.357827805563477,0.048,0.041,1,"2","Gm20109"
"Atp6v1e1.2",0.652320091797281,0.0299012567405139,0.995,0.996,1,"2","Atp6v1e1"
"Ggct.2",0.652333816257874,-0.0767624911367678,0.553,0.555,1,"2","Ggct"
"Spc25.2",0.652552689841373,0.0828971902132836,0.532,0.578,1,"2","Spc25"
"Fign.2",0.65267247439935,-0.192610819823287,0.266,0.274,1,"2","Fign"
"Gm20522.2",0.652684017653965,-0.0946843991340298,0.048,0.056,1,"2","Gm20522"
"Pip5k1b.2",0.652781194978734,0.338968778312161,0.048,0.041,1,"2","Pip5k1b"
"Lats2.2",0.652847729745921,0.0631533200095513,0.372,0.353,1,"2","Lats2"
"Mcmbp.2",0.653070332987403,0.0483031515415839,0.755,0.756,1,"2","Mcmbp"
"Osbpl7.2",0.653105843869608,-0.113062928448885,0.149,0.161,1,"2","Osbpl7"
"Kctd17.2",0.653301613940892,-0.0247513171086429,0.899,0.901,1,"2","Kctd17"
"Fchsd1.2",0.653759412280995,-0.0807452081761566,0.048,0.056,1,"2","Fchsd1"
"Isyna1.2",0.653767028678114,-0.0666700229644333,0.021,0.027,1,"2","Isyna1"
"U2af1l4.2",0.65431582375188,0.182289197657638,0.165,0.153,1,"2","U2af1l4"
"Mrpl40.2",0.654341826527504,-0.0255237184713684,0.926,0.928,1,"2","Mrpl40"
"Ghdc.2",0.654400463491433,-0.0946843991340303,0.186,0.2,1,"2","Ghdc"
"Pm20d2.2",0.654418114102429,-0.0737247804983845,0.037,0.044,1,"2","Pm20d2"
"Dock9.2",0.654418114102429,-0.0737247804983845,0.037,0.044,1,"2","Dock9"
"Hist1h2ai.2",0.654418114102429,-0.0737247804983845,0.037,0.044,1,"2","Hist1h2ai"
"Crlf2.2",0.654619383601618,-0.0510550807552423,0.793,0.721,1,"2","Crlf2"
"Tceanc2.2",0.65472757255361,0.097554228589904,0.191,0.177,1,"2","Tceanc2"
"Pik3cb.2",0.655143765430511,-0.127986374284858,0.069,0.078,1,"2","Pik3cb"
"Ogfod1.2",0.656062720306414,0.009033104823432,0.266,0.246,1,"2","Ogfod1"
"Tyw1.2",0.656149439355296,0.115882586805628,0.681,0.684,1,"2","Tyw1"
"Bola1.2",0.656149512664594,-0.0306594871987333,0.936,0.936,1,"2","Bola1"
"Mknk2.2",0.656373036568976,-0.04628252808788,0.617,0.661,1,"2","Mknk2"
"Snx19.2",0.656546640398035,-0.110635470490617,0.293,0.306,1,"2","Snx19"
"Ccdc82.2",0.656618036262357,0.0352395893921701,0.383,0.41,1,"2","Ccdc82"
"Gpc6.2",0.656670647151946,-0.174129999866136,0.367,0.372,1,"2","Gpc6"
"Herc1.2",0.656727458064008,0.0593956575096531,0.755,0.758,1,"2","Herc1"
"Psen1.2",0.656887205279177,0.101251190155684,0.564,0.56,1,"2","Psen1"
"Zfp119a.2",0.657321172189321,0.0989518812114158,0.16,0.146,1,"2","Zfp119a"
"Rpp38.2",0.657550610114584,0.0542138792160168,0.436,0.421,1,"2","Rpp38"
"Rpl27-ps3.2",0.657565122476194,0.0694396886163301,0.649,0.635,1,"2","Rpl27-ps3"
"Hacd2.2",0.657583115683146,0.0299459804295561,0.707,0.733,1,"2","Hacd2"
"Usp20.2",0.65812070300864,0.0040789447246361,0.271,0.253,1,"2","Usp20"
"Bclaf1.2",0.658232344322396,0.0214745744783102,1,0.995,1,"2","Bclaf1"
"Hsd17b10.2",0.658690620068787,-0.0282472721684988,1,0.997,1,"2","Hsd17b10"
"Vps16.2",0.658828402419603,-0.0372418680385702,0.559,0.573,1,"2","Vps16"
"Dhx16.2",0.658881113834912,-0.000133020568642173,0.58,0.542,1,"2","Dhx16"
"Cnpy4.2",0.659126849376581,0.0583577981365091,0.601,0.573,1,"2","Cnpy4"
"Naaa.2",0.659498425601023,0.0904432498533982,0.426,0.419,1,"2","Naaa"
"Zhx2.2",0.659516866653112,0.0550085336238189,0.197,0.182,1,"2","Zhx2"
"Urb2.2",0.659541016711427,-0.0973668201873501,0.149,0.16,1,"2","Urb2"
"Sirt4.2",0.659682392352645,-0.000381204818504122,0.266,0.281,1,"2","Sirt4"
"Hinfp.2",0.660044473455198,0.0430358919577429,0.287,0.271,1,"2","Hinfp"
"Xpo1.2",0.660078322861058,-0.058877549439724,0.846,0.858,1,"2","Xpo1"
"Gm3604.2",0.66022208071479,-0.212598601999799,0.069,0.078,1,"2","Gm3604"
"Azin2.2",0.660267653993019,0.295636526409333,0.181,0.167,1,"2","Azin2"
"Zfp607b.2",0.660347880399341,0.139437314784525,0.096,0.086,1,"2","Zfp607b"
"Maml1.2",0.660630948874008,0.0755559110279045,0.298,0.279,1,"2","Maml1"
"Pts.2",0.660894922547437,0.107977388720282,0.495,0.482,1,"2","Pts"
"Dennd4c.2",0.661116841834059,-0.100138829226138,0.298,0.31,1,"2","Dennd4c"
"Nfs1.2",0.661431634573715,-0.0012355770158004,0.691,0.662,1,"2","Nfs1"
"Pacsin1.2",0.661663848601659,0.193224675338794,0.122,0.112,1,"2","Pacsin1"
"Wdsub1.2",0.66201987828862,-0.00840918583085748,0.234,0.252,1,"2","Wdsub1"
"Clk2.2",0.662065694844901,0.0188550140444134,0.5,0.474,1,"2","Clk2"
"Med9.2",0.662269029254718,-0.0113717463898744,0.947,0.939,1,"2","Med9"
"Ppp2r5e.2",0.662607996304697,0.103918134104765,0.782,0.771,1,"2","Ppp2r5e"
"Tbc1d31.2",0.662922057639249,0.0480305512612467,0.335,0.316,1,"2","Tbc1d31"
"Sil1.2",0.663164854434654,0.0984411767448271,0.543,0.53,1,"2","Sil1"
"Chmp5.2",0.663479488153152,0.0161130511953775,0.995,0.99,1,"2","Chmp5"
"Vps8.2",0.663527780850881,0.0400200939649787,0.633,0.598,1,"2","Vps8"
"Gtpbp1.2",0.663984785232701,0.0340489149881729,0.356,0.339,1,"2","Gtpbp1"
"Rnf125.2",0.664009614103194,0.605755319007062,0.021,0.017,1,"2","Rnf125"
"Snx30.2",0.664109860753237,0.170170442324133,0.245,0.234,1,"2","Snx30"
"1600014C10Rik.2",0.664174030366308,-0.0787428552650082,0.032,0.038,1,"2","1600014C10Rik"
"S1pr2.2",0.664205562502077,-0.151991837295647,0.138,0.149,1,"2","S1pr2"
"Cog1.2",0.664400623341559,0.0593072474044738,0.463,0.441,1,"2","Cog1"
"Hdgf.2",0.664703482909368,0.011058355848157,1,1,1,"2","Hdgf"
"Nelfb.2",0.664798466981379,0.0229002013642623,0.809,0.782,1,"2","Nelfb"
"Rbmx2.2",0.664827895176608,0.0316538109176727,0.606,0.623,1,"2","Rbmx2"
"Sptbn4.2",0.664837244411462,-0.0854065855460195,0.043,0.05,1,"2","Sptbn4"
"Tubg1.2",0.664949234605358,0.0353035146317227,0.92,0.944,1,"2","Tubg1"
"Clasp1.2",0.66516922490344,0.0166950366561192,0.755,0.724,1,"2","Clasp1"
"4930539J05Rik.2",0.665662402542519,0.271003183762116,0.069,0.061,1,"2","4930539J05Rik"
"Zfp85.2",0.665662402542519,0.271003183762116,0.069,0.061,1,"2","Zfp85"
"Haus7.2",0.665690885411584,0.0656347913125375,0.723,0.681,1,"2","Haus7"
"Zfp983.2",0.665854139193261,-0.0698097304950007,0.043,0.05,1,"2","Zfp983"
"Zfp955b.2",0.665854139193261,-0.0698097304950007,0.043,0.05,1,"2","Zfp955b"
"Exoc5.2",0.665978321716544,-0.0259527353357767,0.777,0.797,1,"2","Exoc5"
"Mms22l.2",0.666086018575389,0.0842073628688728,0.463,0.45,1,"2","Mms22l"
"Stk11ip.2",0.666096091501027,-0.148210627685347,0.149,0.159,1,"2","Stk11ip"
"Il1rap.2",0.666388810667664,-0.134352261971027,0.473,0.468,1,"2","Il1rap"
"Ddx3x.2",0.666585085766,-0.0126980231713456,0.989,0.986,1,"2","Ddx3x"
"Zfp560.2",0.667091708665624,-0.0413514054680836,0.734,0.751,1,"2","Zfp560"
"Bcs1l.2",0.667144462238034,-0.124688555763753,0.415,0.422,1,"2","Bcs1l"
"Afap1.2",0.667292782525143,-0.00515044896637598,0.649,0.593,1,"2","Afap1"
"Rgs20.2",0.667494426988661,-0.164633276696594,0.293,0.301,1,"2","Rgs20"
"S100pbp.2",0.667505899011677,0.0732602381800415,0.415,0.4,1,"2","S100pbp"
"Tbc1d22a.2",0.667515069260306,0.0395200263548108,0.213,0.197,1,"2","Tbc1d22a"
"Ranbp9.2",0.667603818219029,0.061942525836491,0.84,0.839,1,"2","Ranbp9"
"Rsrc2.2",0.667704229033554,-0.0110313417444616,0.979,0.979,1,"2","Rsrc2"
"C77080.2",0.667737495610947,0.21887178227893,0.09,0.081,1,"2","C77080"
"Prps1l3.2",0.667847201492601,-0.0246176414040402,0.197,0.211,1,"2","Prps1l3"
"Actr10.2",0.667914653563006,-0.0314524947582968,1,0.998,1,"2","Actr10"
"Ppargc1b.2",0.668060600440943,-0.0854065855460195,0.059,0.067,1,"2","Ppargc1b"
"Zranb3.2",0.668352256023907,-0.163898893865318,0.202,0.213,1,"2","Zranb3"
"Fam214b.2",0.668865194137575,0.038646829959138,0.34,0.327,1,"2","Fam214b"
"Nol8.2",0.669045101010995,0.0404711232435726,0.553,0.529,1,"2","Nol8"
"Rnf217.2",0.669403969855213,-0.0192109767967424,0.495,0.463,1,"2","Rnf217"
"Mapk1ip1l.2",0.6695342355035,-0.0528454056147778,0.888,0.901,1,"2","Mapk1ip1l"
"Gm45902.2",0.669991422310235,-0.165073727025428,0.128,0.138,1,"2","Gm45902"
"Vps9d1.2",0.67000325465967,-0.0397209664358247,0.362,0.376,1,"2","Vps9d1"
"Cnnm4.2",0.670358494429636,0.0250929557195314,0.064,0.073,1,"2","Cnnm4"
"Med11.2",0.670592490962189,0.0552650355430453,0.34,0.324,1,"2","Med11"
"Atp7a.2",0.670991423268823,-0.240964127018857,0.266,0.269,1,"2","Atp7a"
"Rft1.2",0.671120398109738,-0.158010334502859,0.34,0.346,1,"2","Rft1"
"Tex14.2",0.67120677980457,0.259980482165332,0.096,0.108,1,"2","Tex14"
"Arl13b.2",0.671227715400922,-0.0214745521802535,0.356,0.377,1,"2","Arl13b"
"Borcs8.2",0.671243619083417,-0.0103558802847585,0.91,0.895,1,"2","Borcs8"
"Snai1.2",0.671366259234271,-0.239734731937313,0.005,0.008,1,"2","Snai1"
"Usp4.2",0.67164064687188,-0.0377129973842567,0.862,0.843,1,"2","Usp4"
"Trmt2b.2",0.671683603357193,-0.116103382768936,0.17,0.182,1,"2","Trmt2b"
"Wdr54.2",0.671735805942681,-0.108490198659061,0.096,0.105,1,"2","Wdr54"
"Pi4kb.2",0.67173630093341,0.00990450214316962,0.266,0.247,1,"2","Pi4kb"
"Sfswap.2",0.67191017620143,0.0447560616366215,0.872,0.843,1,"2","Sfswap"
"Wdfy2.2",0.67209261899993,-0.123789335041943,0.298,0.307,1,"2","Wdfy2"
"Crem.2",0.672452916907363,-0.0523548544479045,0.473,0.503,1,"2","Crem"
"Mrps26.2",0.672671349294265,-0.0442606027759882,0.979,0.981,1,"2","Mrps26"
"Zfp839.2",0.672717767859068,-0.0769201196581903,0.16,0.171,1,"2","Zfp839"
"Gmppa.2",0.672760382109005,-0.0993332593571487,0.553,0.548,1,"2","Gmppa"
"Znrd1as.2",0.672944219972409,-0.0719817634434401,0.399,0.417,1,"2","Znrd1as"
"Pkd2.2",0.673025802573376,0.0574150313309141,0.484,0.461,1,"2","Pkd2"
"Ercc3.2",0.673437439888819,-0.0828887925145007,0.447,0.459,1,"2","Ercc3"
"Zranb1.2",0.673487484854475,0.0319308084731689,0.771,0.811,1,"2","Zranb1"
"Usp34.2",0.673600634597832,-0.0387190361877705,0.979,0.966,1,"2","Usp34"
"Tpp2.2",0.673680016766001,-0.0208228793358274,0.867,0.866,1,"2","Tpp2"
"Cenpq.2",0.673700359372952,-0.0814480783357129,0.569,0.581,1,"2","Cenpq"
"Rad52.2",0.67389035492323,0.19636438286936,0.287,0.282,1,"2","Rad52"
"Zfp266.2",0.674047630974056,0.066955231103686,0.814,0.8,1,"2","Zfp266"
"Dhrs7c.2",0.674351879735609,-0.142437530582399,0.037,0.044,1,"2","Dhrs7c"
"Zfp697.2",0.674534245749775,0.0479389602990286,0.191,0.177,1,"2","Zfp697"
"B3galnt1.2",0.674919808347606,-0.0804471614772575,0.362,0.381,1,"2","B3galnt1"
"Plcxd2.2",0.675179686649372,-0.0666700229644333,0.048,0.055,1,"2","Plcxd2"
"Aqr.2",0.675609144823344,0.0587015622292739,0.793,0.798,1,"2","Aqr"
"Zfp771.2",0.67565235942886,-0.0598187276783693,0.926,0.92,1,"2","Zfp771"
"Mrpl46.2",0.676100928767732,0.0472531872423189,0.856,0.846,1,"2","Mrpl46"
"Msh3.2",0.676544563127573,0.0271905894840566,0.436,0.412,1,"2","Msh3"
"Tcf20.2",0.676638760436726,0.0231367587542051,0.34,0.322,1,"2","Tcf20"
"Mysm1.2",0.676643379047872,0.0642226201548712,0.644,0.631,1,"2","Mysm1"
"Tmem237.2",0.676765532989167,-0.0392454127086037,0.846,0.849,1,"2","Tmem237"
"Trip12.2",0.676898274253243,-0.0671197642392003,0.957,0.938,1,"2","Trip12"
"Prim2.2",0.677008434125141,-0.150702891031633,0.5,0.501,1,"2","Prim2"
"Jcad.2",0.677249690493408,-0.1133889980719,0.239,0.251,1,"2","Jcad"
"Ino80c.2",0.677253855113225,0.00109701694498621,0.426,0.398,1,"2","Ino80c"
"Snx29.2",0.677697415819092,-0.031214485182423,0.096,0.106,1,"2","Snx29"
"Mief1.2",0.67807411613258,0.0808871654494241,0.383,0.377,1,"2","Mief1"
"Lbh.2",0.678546411905404,-0.0582964067216157,0.559,0.574,1,"2","Lbh"
"Mtg2.2",0.678868087903569,0.00809774543753863,0.601,0.562,1,"2","Mtg2"
"Snap23.2",0.678920410145192,-0.0484800165476619,0.755,0.753,1,"2","Snap23"
"Gpalpp1.2",0.678932150627135,0.0962002209439283,0.394,0.388,1,"2","Gpalpp1"
"Tsfm.2",0.67896421597455,-0.0607823307166422,0.926,0.907,1,"2","Tsfm"
"Vps35.2",0.679089563252413,0.00476577884419682,0.973,0.96,1,"2","Vps35"
"Psmd2.2",0.679101103078279,0.029263448301208,1,1,1,"2","Psmd2"
"Polr1e.2",0.679364346087871,0.0436353594557195,0.58,0.563,1,"2","Polr1e"
"Mss51.2",0.679550858908093,0.168350006699764,0.128,0.117,1,"2","Mss51"
"Bicral.2",0.679672259866839,-0.046562449515859,0.223,0.237,1,"2","Bicral"
"Zfp90.2",0.679980344754764,-0.0173423106008654,0.277,0.257,1,"2","Zfp90"
"Ubl5.2",0.680265411452786,0.00328542586200387,1,1,1,"2","Ubl5"
"Tcf7l1.2",0.680444058279705,0.0317639361069089,0.521,0.522,1,"2","Tcf7l1"
"Srsf9.2",0.680896156587437,0.0260637333149423,1,0.999,1,"2","Srsf9"
"Gtf2ird2.2",0.681311678693598,0.18866999107936,0.154,0.144,1,"2","Gtf2ird2"
"Sec63.2",0.681316114849968,-0.0771301681960324,0.915,0.93,1,"2","Sec63"
"Scfd2.2",0.681387584913685,-0.073724780498384,0.096,0.105,1,"2","Scfd2"
"Tnip1.2",0.681450702870582,-0.0229486455351158,0.277,0.295,1,"2","Tnip1"
"Dcp2.2",0.68149793714845,0.0188829984691554,0.59,0.572,1,"2","Dcp2"
"Rarres2.2",0.681629247283547,0.363261691614105,0.032,0.027,1,"2","Rarres2"
"Mreg.2",0.68240167677516,0.363261691614105,0.064,0.057,1,"2","Mreg"
"5430403G16Rik.2",0.68240167677516,0.363261691614105,0.064,0.057,1,"2","5430403G16Rik"
"Gdi1.2",0.68281690974451,0.0527619278634834,0.867,0.814,1,"2","Gdi1"
"Ormdl2.2",0.682981375361801,0.0309434936778277,0.952,0.919,1,"2","Ormdl2"
"Zfp638.2",0.683140747665976,-0.0674682576041092,0.899,0.9,1,"2","Zfp638"
"Rbms2.2",0.683668467822014,0.0415352453455469,0.782,0.782,1,"2","Rbms2"
"Ticrr.2",0.683775610723852,0.0310092143290424,0.218,0.233,1,"2","Ticrr"
"Crtc1.2",0.683851349781354,0.192422590687986,0.33,0.329,1,"2","Crtc1"
"Ribc1.2",0.683881171955038,-0.134316186026966,0.144,0.153,1,"2","Ribc1"
"Atm.2",0.684084380402547,0.0899067416084088,0.399,0.389,1,"2","Atm"
"Orc1.2",0.684101683904321,-0.0381008707676624,0.207,0.19,1,"2","Orc1"
"C030007H22Rik.2",0.684191991861751,-0.00895452510814643,0.021,0.026,1,"2","C030007H22Rik"
"Dnajc13.2",0.684311397981456,-0.0306192893982108,0.585,0.597,1,"2","Dnajc13"
"Deaf1.2",0.6844877167109,0.0573727774600165,0.649,0.658,1,"2","Deaf1"
"Gm7967.2",0.684509993350705,0.271854582453624,0.069,0.062,1,"2","Gm7967"
"Sigmar1.2",0.684715027774605,-0.0177382529259591,0.878,0.891,1,"2","Sigmar1"
"Eepd1.2",0.684824153700589,-0.0491560592766582,0.165,0.176,1,"2","Eepd1"
"Rmi2.2",0.684957016464946,-0.0445703660972203,0.282,0.295,1,"2","Rmi2"
"Tmem183a.2",0.684991191805548,0.0280501743667296,0.957,0.959,1,"2","Tmem183a"
"Srp54a.2",0.685005488032684,-0.0731478178668634,0.266,0.279,1,"2","Srp54a"
"Cpox.2",0.685066031170281,0.0652283759416978,0.468,0.455,1,"2","Cpox"
"B230334C09Rik.2",0.685092253332224,-0.129921579190571,0.149,0.159,1,"2","B230334C09Rik"
"D730045B01Rik.2",0.685172213008707,0.0244405953010505,0.144,0.156,1,"2","D730045B01Rik"
"Pex19.2",0.685923828040702,-0.043818639177799,0.766,0.747,1,"2","Pex19"
"Mkln1.2",0.685956174848283,-0.0544699431746738,0.92,0.912,1,"2","Mkln1"
"1110012L19Rik.2",0.686376307199583,-0.0607600213596355,0.761,0.726,1,"2","1110012L19Rik"
"Catsper2.2",0.686655696415198,0.0476290032582214,0.133,0.121,1,"2","Catsper2"
"Wdhd1.2",0.686719002707723,0.0060024119723503,0.33,0.309,1,"2","Wdhd1"
"Srm.2",0.6868126160965,0.00936747580631714,0.979,0.975,1,"2","Srm"
"Zw10.2",0.687201729103105,0.1731140012573,0.383,0.377,1,"2","Zw10"
"Vegfb.2",0.688483975358109,-0.0739213463466191,0.894,0.906,1,"2","Vegfb"
"Hist1h2br.2",0.689011881838682,0.434161497204131,0.096,0.087,1,"2","Hist1h2br"
"Rbm26.2",0.689018583292478,-0.0816544506849117,0.883,0.861,1,"2","Rbm26"
"Map2k6.2",0.689074358654277,-0.00374936597688569,0.431,0.403,1,"2","Map2k6"
"Nxt2.2",0.689095471479408,0.0317132639634761,0.553,0.536,1,"2","Nxt2"
"Fam171b.2",0.689167540872109,0.0262094148941806,0.755,0.733,1,"2","Fam171b"
"Gm10269.2",0.689306414202386,-0.0619476127220304,0.059,0.066,1,"2","Gm10269"
"Ano3.2",0.689379023703111,-0.0753479140364306,0.266,0.28,1,"2","Ano3"
"Vps45.2",0.68939935984546,-0.00645250013032683,0.415,0.428,1,"2","Vps45"
"Higd2a.2",0.689632396910618,0.0197499706827848,0.984,0.993,1,"2","Higd2a"
